0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.96	0.00021145	0.00051203	0.00051203	0.00051243	0.00051243
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.98	0.000202	0.00049954	0.00049954	0.00049994	0.00049994
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.99	0.00019255	0.00049521	0.00049521	0.00049563	0.00049563
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.99	0.00018901	0.00049091	0.00049091	0.00049133	0.00049133
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	299	0.00019019	0.00048737	0.00048737	0.00048782	0.00048782
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.87	0.00025988	0.00066	0.00066	0.0006607	0.0006607
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.77	0.00045716	0.00087073	0.00087073	0.00087219	0.00087219
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.99	5.3158e-06	0.00053557	0.066407	0.0045647	0.00051233
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.82	1.217e-05	0.00081861	0.065315	0.0070907	0.00078757
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.71	1.6069e-05	0.00099128	0.064341	0.0086774	0.00095661
0.085398	6.6017e-17	3.6137e+05	3.3257e+05	298.59	3.3768e-05	0.0011875	0.064308	0.010505	0.0011454
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.44	3.4578e-05	0.00082949	0.00082949	0.00083088	0.00083088
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.39	3.1155e-05	0.00089497	0.00089497	0.00089658	0.00089658
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.39	5.0391e-05	0.00088842	0.00088842	0.00088998	0.00088998
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.44	0.00011624	0.00081016	0.00081016	0.00081141	0.00081141
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.29	0.00021124	0.00098317	0.00098317	0.0009849	0.0009849
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.33	0.00019354	0.00095987	0.00095987	0.00096161	0.00096161
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.36	0.00018292	0.0009294	0.0009294	0.00093111	0.00093111
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.81	0.00076422	0.00033805	0.08785	0.0040807	0.00033774
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.45	0.0029201	0.0008293	0.083773	0.010458	0.00082959
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.72	0.0013182	0.00046311	0.084168	0.0056697	0.00046311
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.26	0.0038608	0.0010905	0.083273	0.012896	0.0010913
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.04	0.0047661	0.0013963	0.082437	0.013776	0.0013979
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.34	0.0033862	0.00097793	0.082018	0.012389	0.00097863
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	297.87	0.0051336	0.0016249	0.082284	0.014499	0.0016272
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.22	0.0038485	0.0011442	0.081423	0.012866	0.0011453
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.51	0.0025723	0.00074866	0.081789	0.009403	0.00074906
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.66	0.0016229	0.00053997	0.08158	0.0066718	0.00054022
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.47	0.0027516	0.00080711	0.082228	0.01018	0.00080753
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.68	0.0015837	0.00051447	0.083077	0.0063322	0.00051457
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.64	0.00191	0.00057317	0.082755	0.0070901	0.00057334
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.63	0.0020121	0.00058063	0.083524	0.0071797	0.00058072
0.074986	7.5184e-17	2.4973e+05	2.2672e+05	298.79	0.00099064	0.00036353	0.083688	0.0044192	0.00036356
0	0	0	0	298.7	0.00047127	0.00047245	0.00047245	0.0004725	0.0004725
0	0	0	0	298.71	0.00039227	0.00039124	0.00039124	0.00039127	0.00039127
0	0	0	0	298.7	0.00047183	0.00047172	0.00047172	0.00047176	0.00047176
0	0	0	0	298.71	0.00039834	0.00039467	0.00039467	0.0003947	0.0003947
0	0	0	0	298.71	0.00041271	0.00041108	0.00041108	0.00041111	0.00041111
0	0	0	0	298.71	0.00040939	0.00041037	0.00041037	0.0004104	0.0004104
0	0	0	0	298.71	0.00040884	0.00040744	0.00040744	0.00040747	0.00040747
0	0	0	0	298.71	0.00040663	0.00040377	0.00040377	0.00040381	0.00040381
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.71	1.5357e-05	0.00051995	0.00051995	0.00052054	0.00052054
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.63	1.6538e-05	0.00062853	0.00062853	0.0006295	0.0006295
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.52	0.00012404	0.00076546	0.00076546	0.0017704	0.00076697
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.57	2.0082e-05	0.00070133	0.00070133	0.00070255	0.00070255
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.47	0.00010277	0.00079422	0.00079422	0.00079572	0.00079572
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.63	1.7719e-05	0.00061248	0.00061248	0.00061332	0.00061332
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.9	0.0012542	0.00034382	0.076489	0.0052114	0.0003465
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.7	0.0026421	0.00057157	0.075367	0.0088716	0.00057588
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.53	0.0040187	0.00076439	0.074547	0.012112	0.00077028
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.4	0.0049852	0.00091098	0.073682	0.013267	0.00091811
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.23	0.0063217	0.0010955	0.073191	0.013902	0.0011044
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	297.49	0.004246	0.00080609	0.073239	0.012819	0.00081203
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	296.93	0.0073419	0.0014346	0.073193	0.015195	0.0014475
0.061309	7.6987e-17	2.4325e+05	2.2064e+05	296.93	0.0072167	0.0014315	0.072853	0.015138	0.0014443
0	0	0	0	298.68	0.00057956	0.00058083	0.00058083	0.00058091	0.00058091
0	0	0	0	298.71	0.0003547	0.000351	0.000351	0.00035103	0.00035103
0	0	0	0	298.7	0.00037293	0.00037572	0.00037572	0.00037575	0.00037575
0	0	0	0	298.7	0.00041989	0.00041817	0.00041817	0.00041821	0.00041821
0	0	0	0	298.7	0.00037017	0.0003723	0.0003723	0.00037233	0.00037233
0	0	0	0	298.7	0.00036796	0.0003699	0.0003699	0.00036993	0.00036993
0	0	0	0	298.7	0.00039227	0.00038981	0.00038981	0.00038984	0.00038984
0	0	0	0	298.7	0.00038066	0.00037859	0.00037859	0.00037862	0.00037862
0	0	0	0	298.72	0.0006315	0.00062744	0.00062744	0.00062748	0.00062748
0	0	0	0	298.71	0.0009664	0.00096738	0.00096738	0.00096746	0.00096746
0	0	0	0	298.71	0.00081069	0.00081384	0.00081384	0.0008139	0.0008139
0	0	0	0	298.7	0.0010906	0.0010969	0.0010969	0.001097	0.001097
0	0	0	0	298.71	0.0010331	0.0010344	0.0010344	0.0010345	0.0010345
0	0	0	0	298.71	0.0010418	0.0010487	0.0010487	0.0010488	0.0010488
0	0	0	0	298.71	0.0010467	0.001057	0.001057	0.0010571	0.0010571
0	0	0	0	298.7	0.0012204	0.0012237	0.0012237	0.0012238	0.0012238
0	0	0	0	298.71	0.0010239	0.0010265	0.0010265	0.0010266	0.0010266
0	0	0	0	298.71	0.0010943	0.0010947	0.0010947	0.0010949	0.0010949
0	0	0	0	298.7	0.0012364	0.0012315	0.0012315	0.0012316	0.0012316
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	296.48	0.0011239	0.0021085	0.11475	0.0081428	0.0022643
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	296.19	0.002038	0.0031683	0.13112	0.010904	0.0035086
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	296.03	0.0025462	0.0037314	0.14359	0.012502	0.0041832
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	295.94	0.0027928	0.0040278	0.13198	0.012754	0.0044766
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	295.84	0.00312	0.0043749	0.11362	0.012895	0.0048042
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	295.73	0.0034574	0.004756	0.096993	0.013168	0.0051765
0.24205	9.9308e-17	2.3476e+05	2.2648e+05	295.59	0.0038726	0.0052329	0.09747	0.014208	0.0057157
