0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.96	0.00021145	0.0005146	0.0005146	0.000515
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.98	0.000202	0.00050212	0.00050212	0.00050252
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.99	0.00019255	0.00049784	0.00049784	0.00049827
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.99	0.00018901	0.00049356	0.00049356	0.00049399
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	299	0.00019019	0.00049007	0.00049007	0.00049052
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.87	0.00025989	0.00066338	0.00066338	0.00066408
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.77	0.00045716	0.00087563	0.00087563	0.0008771
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.99	5.3159e-06	0.00053875	0.06703	0.0045705
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.82	1.217e-05	0.00082346	0.065926	0.0071002
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.71	1.607e-05	0.00099714	0.064943	0.0086898
0.086195	6.6018e-17	3.6137e+05	3.3257e+05	298.59	3.3769e-05	0.0011945	0.064909	0.010519
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.44	3.4578e-05	0.00083396	0.00083396	0.00083537
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.39	3.1156e-05	0.00089976	0.00089976	0.00090139
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.39	5.0392e-05	0.00089314	0.00089314	0.00089471
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.44	0.00011624	0.00081438	0.00081438	0.00081564
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.29	0.00021124	0.00098814	0.00098814	0.0009899
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.33	0.00019354	0.00096486	0.00096486	0.00096662
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.36	0.00018292	0.00093434	0.00093434	0.00093607
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.81	0.00076423	0.00033994	0.088673	0.0040848
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.45	0.0029201	0.00083391	0.084556	0.010471
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.72	0.0013182	0.00046569	0.084956	0.0056769
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.26	0.0038608	0.0010966	0.08405	0.012904
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.04	0.0047661	0.001404	0.083205	0.013802
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.34	0.0033863	0.00098336	0.082784	0.012403
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	297.87	0.0051337	0.0016339	0.08305	0.014528
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.22	0.0038485	0.0011505	0.082183	0.012874
0.075686	7.5185e-17	2.4973e+05	2.2672e+05	298.51	0.0025724	0.00075282	0.082553	0.0094135
